"campo"	"valor"
"dados_id"	"ctb0672"
"dados_titulo"	"Conjunto de dados do levantamento detalhado 'Levantamento Detalhado de Área Piloto para Conservação de Solos no Município de Ibirubá, RS'"
"dados_descricao"	"Conjunto de dados públicos do solo originalmente obtidos do Sistema de Informação de Solos Brasileiros (SISB), construído e mantido pela Embrapa Solos (Rio de Janeiro) e Embrapa Informática Agropecuária (Campinas), referente ao levantamento detalhado 'Levantamento Detalhado de Área Piloto para Conservação de Solos no Município de Ibirubá, RS'. Os dados de localização espacial das observações do solo foram completados usando dados produzidos (e não publicados) por Carlos Gustavo Tornquist durante o desenvolvimento de seu projeto de doutoramento, usando imagens de satélite de alta resolução, os dados de localização descritiva incluídos no relatório, bem como o croqui do levantamento e o mapa final, para inferir sobre as coordenadas espaciais mais prováveis. Erros e inconsistências nos dados das coordenadas espaciais das observações foram corrigidos manualmente visualizando as respectivas observações sobre imagens de satélite do Google Maps. Também foram corrigidos erros e inconsistências, e realizadas atualizações no nome do município onde as observações foram realizadas. Dados do conteúdo de ferro apresentando valores discrepantes foram corrigidos depois de consultar o relatório do levantamento do solo onde originalmente foram publicados. A fim de preservar a conexão dos dados com o SISB, usa-se o mesmo código de identificação daquele sistema para o conjunto de dados, assim como o código de identificação de cada observação corresponde ao código do perfil do solo no SISB e o código das amostras corresponde ao código dos horizontes. Todas os demais dados são mantidos como dados adicionais para facilitar o reuso do conjunto de dados como um todo. Nenhum item técnico-científico do SISB e seu respectivo banco de dados que seja fruto da atividade intelectual, criativa, inovadora e inédita dos projetos conduzidos pela Embrapa foi ou é usado para organizar estruturalmente a presente versão do conjunto de dados. O emprego deste conjunto de dados para finalidades profissionais e/ou comerciais deve ser precedido pelo contato com a Embrapa."
"criacao_data"	"2017-08-24"
"dados_licenca"	"CC BY-NC 4.0"
"organizacao_nome"	"Serviço Nacional de Levantamento e Conservação de Solos (SNLCS)"
"organizacao_url"	"https://www.embrapa.br/solos"
"organizacao_local"	"Rua Jardim Botânico, 1024.0, Rio de Janeiro, Brasil, 22460-000"
"autor_nome_email"	"Reinaldo Oscar Pötter (NA); Délcio Peres Hochmüller (NA); Pedro Luiz de Freitas (pedro.freitas@embrapa.br); Maria Amélia de Moraes Duriez (NA); Ruth Andrade Leal Johas (NA); Washington de Oliveira Barreto (NA); Wilson Sant'Anna de Araujo (NA); José Lopes de Paula (NA); Luiz Carlos Ferreira da Silva (NA); Luiz Eduardo Ferreira Fontes (NA); Therezinha da Costa Lima (NA); Gisa Nara C. Moreira (NA); José Flavio Dynia (NA); Raphael Minotti Bloise (NA)"
"dados_referencia"	"https://ainfo.cnptia.embrapa.br/digital/bitstream/item/62778/1/CNPS-BOL.-TEC.-68-80.pdf; https://www.bdsolos.cnptia.embrapa.br/consulta_publica.html"
"area_conhecimento"	"Gênese, Morfologia e Classificação dos Solos"
"palavras_chave"	NA
"dados_completude"	NA
"dados_consistencia"	"consistência estrutural"
