"campo"	"valor"
"dados_id"	"ctb0776"
"dados_titulo"	"Conjunto de dados do  'Anais da I Reunião de Classificação, Correlação de Solos e Interpretação de Aptidão Agrícola de solos. '"
"dados_descricao"	"Conjunto de dados públicos do solo originalmente obtidos do Sistema de Informação de Solos Brasileiros (SISB), construído e mantido pela Embrapa Solos (Rio de Janeiro) e Embrapa Informática Agropecuária (Campinas), referente ao  'Anais da I Reunião de Classificação, Correlação de Solos e Interpretação de Aptidão Agrícola de solos. '. Dados de localização espacial de observações do solo sem coordenadas espaciais foram completados usando dados produzidos por Cooper et al. (2005) e publicados no artigo 'A national soil profile database for Brazil available to international scientists' do Soil Science Society of America Journal, ou então usando os dados de localização descritiva para inferir sobre as coordenadas espaciais mais prováveis usando serviços de mapas online como o Google Maps e o Google Earth. Erros e inconsistências nos dados das coordenadas espaciais das observações foram corrigidos manualmente visualizando as respectivas observações no Google Maps. Nos casos em que dados sobre o sistema de coordenadas de referência não estava disponível, adotou-se o WGS 84 como datum padrão. Também foram corrigidos erros e inconsistências, e realizadas atualizações no nome do município e código da unidade federativa onde as observações foram realizadas. Dados do conteúdo de ferro apresentando valores discrepantes foram corrigidos depois de consultar o relatório do levantamento do solo onde originalmente foram publicados. A fim de preservar a conexão dos dados com o SISB, usa-se o mesmo código de identificação daquele sistema para o conjunto de dados, assim como o código de identificação de cada observação corresponde ao código do perfil do solo no SISB e o código das amostras corresponde ao código dos horizontes. Todas os demais dados são mantidos como dados adicionais para facilitar o reuso do conjunto de dados como um todo. Nenhum item técnico-científico do SISB e seu respectivo banco de dados que seja fruto da atividade intelectual, criativa, inovadora e inédita dos projetos conduzidos pela Embrapa foi ou é usado para organizar estruturalmente a presente versão do conjunto de dados. O emprego deste conjunto de dados para finalidades profissionais e/ou comerciais deve ser precedido pelo contato com a Embrapa."
"criacao_data"	"2018-01-12"
"dados_licenca"	"CC BY-NC 4.0"
"organizacao_nome"	NA
"organizacao_url"	NA
"organizacao_local"	"Brasil"
"autor_nome_email"	"A. Perraud (NA); A. Cardoso (NA); A. F. Soares (NA); A. P. de Carvalho (NA); A. M. L. Neptune (NA); A. A. A. Uberti (NA); A. C. Leão (NA); A. M. P. Filho (NA); A. R. Filho (NA); A. D. Cavedon (NA); A. M. R. da Costa (NA); B. N. R. da Silva (NA); C. Nobrega (NA); C. O. da Silveira (NA); D. N. Lopes (NA); D. A. de Souza (NA); D. P. Hochmüler (NA); D. P. Santana (NA); D. Yamasaki (NA); D. P. Ramos (NA); E. P. Mothci (NA); E. Klamt (NA); F. B. R. e Silva (NA); F. G. de Freitas (NA); F. Palmieri (NA); F. R. B. Leite (NA); G. B. de Medeiros (NA); G. Ranzani (NA); H. Averbeck (NA); H. F. R. Melo (NA); H. G. dos Santos (NA); I. A. Gomes (NA); I. F. Lepsch (NA); J. A. de Souza (NA); J. Macedo (NA); J. A. M do Amaral (NA); J. B. de Oliveira (NA); J. M. L. da Silva (NA); J. S. Martins (NA); J. Cecílio (NA); J. O. I. Larach (NA); J. L. I. Demattê (NA); J. S. Rosatelli (NA); K. P. Wittern (NA); L. P. Ribeiro (NA); L. B. de Oliveira (NA); L. A. Panoso (NA); M. N. Camargo (NA); M. Resende (NA); M. A. D. Azolin (NA); M. C. L. dos Santos (NA); N. J. T. Bloomfield (NA); N. Brugos (NA); P. C. F. Gomes (NA); P. K. T. Jacomine (NA); P. R. S. Correa (NA); P. F. Godo (NA); P. J. Fasolo (NA); P. L. Donzelli (NA); R. C. de Lemos (NA); R. S. Rego (NA); R. D. dos Santos (NA); R. A. Formiga (NA); R. O. Sanchez (NA); R. N. Peres (NA); T. E. Rodrigues (NA); V. de Oliveira (NA); W. Mendes (NA); W. O. Barreto (NA); Z. P. Amaral. (NA)"
"dados_referencia"	"Anais da 1ª. Reunião de Classificação, Correlação de Solos e Interpretação de Aptidão Agrícola. Rio de Janeiro, SNLCS/SBCS, 1979. 276p. il. ; https://www.bdsolos.cnptia.embrapa.br/consulta_publica.html; http://doi.org/10.2136/sssaj2004.0140"
"area_conhecimento"	"Gênese, Morfologia e Classificação dos Solos"
"palavras_chave"	NA
"dados_completude"	NA
"dados_consistencia"	"consistência estrutural"
