"campo"	"valor"
"dados_id"	"ctb0787"
"dados_titulo"	"Levantamento de Reconhecimento dos Solos do Estado de São Paulo (Contribuição à Carta de Solos do Brasil)"
"dados_autor"	"Raymundo Costa de Lemos (NA); Jakob Bennema (NA); Raphael David dos Santos (NA); Jorge Olmos Iturri (NA); Raul Suarez Inclan Luzberto Achâ Panoso (NA); Waldemar Mendes (NA); José de Oliveira Melo (NA); Clotârio Olivier da Silveiva;Luzberto Achâ Panoso (NA); Marcelo Nunes Camargo (NA); Herodoto da Costa Barros (NA); José Leôncio Drumond (NA); Gerardo Sepulveda Gondim (NA); Flávio Garcia de Freitas (NA); Nathaniel Bloomfield (NA); Luiz Gonzaga de Oliveira Carvalho (NA); Leandro Vettori (NA); Adalgiso Gallotti Kehrig (NA); Fernando Ramos (NA); Tasso Paes de Figueiredo (NA); Ary Coelho da Silva Ruth Andrada Leal Johas (NA); Maria Amelia de Morais Duriez (NA); José Almeida da Silva (NA)"
"organizacao_nome"	NA
"organizacao_local"	"Brasil"
"organizacao_url"	NA
"dados_descricao"	"Conjunto de dados públicos do solo originalmente obtidos do Sistema de Informação de Solos Brasileiros (SISB), construído e mantido pela Embrapa Solos (Rio de Janeiro) e Embrapa Informática Agropecuária (Campinas), referente ao 'Levantamento de Reconhecimento dos Solos do Estado de São Paulo (Contribuição à Carta de Solos do Brasil)'. Dados de localização espacial de observações do solo sem coordenadas espaciais foram completados usando dados produzidos por Cooper et al. (2005) e publicados no artigo 'A national soil profile database for Brazil available to international scientists' do Soil Science Society of America Journal, ou então usando os dados de localização descritiva para inferir sobre as coordenadas espaciais mais prováveis usando serviços de mapas online como o Google Maps e o Google Earth. Erros e inconsistências nos dados das coordenadas espaciais das observações foram corrigidos manualmente visualizando as respectivas observações no Google Maps. Nos casos em que dados sobre o sistema de coordenadas de referência não estava disponível, adotou-se o WGS 84 como datum padrão. Também foram corrigidos erros e inconsistências, e realizadas atualizações no nome do município e código da unidade federativa onde as observações foram realizadas. Dados do conteúdo de ferro apresentando valores discrepantes foram corrigidos depois de consultar o relatório do levantamento do solo onde originalmente foram publicados. A fim de preservar a conexão dos dados com o SISB, usa-se o mesmo código de identificação daquele sistema para o conjunto de dados, assim como o código de identificação de cada observação corresponde ao código do perfil do solo no SISB e o código das amostras corresponde ao código dos horizontes. Todas os demais dados são mantidos como dados adicionais para facilitar o reuso do conjunto de dados como um todo. Nenhum item técnico-científico do SISB e seu respectivo banco de dados que seja fruto da atividade intelectual, criativa, inovadora e inédita dos projetos conduzidos pela Embrapa foi ou é usado para organizar estruturalmente a presente versão do conjunto de dados. O emprego deste conjunto de dados para finalidades profissionais e/ou comerciais deve ser precedido pelo contato com a Embrapa."
"area_conhecimento"	"Gênese, Morfologia e Classificação dos Solos"
"palavras_chave"	NA
"dados_publicacao"	"https://www.dropbox.com/s/pr5dv8bxy3shpf2/LemosEtAl1960.pdf?dl=0; https://www.bdsolos.cnptia.embrapa.br/consulta_publica.html; http://doi.org/10.2136/sssaj2004.0140"
"dados_idioma"	NA
"fonte_financeira"	NA
"dados_licenca"	"CC BY-NC 4.0 Atribuição-NãoComercial"
"extensao_temporal"	NA
"extensao_espacial"	NA
"extensao_altimetrica"	NA
"dados_completude"	NA
"dados_consistencia"	"consistência estrutural"
