"campo"	"valor"
"dados_id"	"ctb0012"
"dados_titulo"	"Impacto do uso da terra nos atributos químicos e físicos de solos do rebordo do planalto - RS"
"dados_descricao"	"As amostras foram coletadas em três municípios do Rio Grande do Sul, dois da região do Rebordo do Planalto (Silveira Martins e São João do Polêsine) e um da transição entre o Rebordo do Planalto e o Planalto Médio (Júlio de Castilhos). Em cada município foram selecionadas áreas de amostragem com diferentes classes de uso da terra. Cada classe de uso foi amostrada em três sub-áreas de formato irregular de aproximadamente 100 metros quadrados cada. Em cada uma das sub-áreas foram coletadas, casualmente, amostras em três pontos, totalizando nove pontos de coleta por classe de uso da terra. Cada um destes pontos foi amostrado nas profundidades de 0-10 e 10-20 cm. As coordenadas espaciais dos pontos de coleta não foram anotados durante as coletas, tendo sido inferidas posteriormente (10 anos mais tarde) usando imagens de satélite disponíveis no Google Map. Sendo as áreas de coleta de fácil identificação nas imagens, os pontos foram distribuídos de acordo com sua nomenclatura."
"criacao_data"	"2018-01-29"
"dados_licenca"	"CC BY 4.0"
"organizacao_nome"	"Universidade Federal de Santa Maria (UFSM)"
"organizacao_url"	"http://w3.ufsm.br/ppgcs/"
"organizacao_local"	"Av. Roraima, 1000.0, Santa Maria, Brasil, 97105-900"
"autor_nome_email"	"Jovani Zalamena (jovanizalamena@yahoo.com.br); Ricardo Simão Diniz Dalmolin (dalmolin@ufsm.br)"
"dados_referencia"	"http://w3.ufsm.br/ppgcs/images/Dissertacoes/JOVANI-ZALAMENA.pdf; http://dx.doi.org/10.1590/S0100-06832013000500013"
"area_conhecimento"	"Manejo e Conservação do Solo"
"palavras_chave"	"Qualidade do solo; Sustentabilidade das terras; Degradação ambiental; Espectroscopia de RMN 13C; Qualidade da matéria orgânica"
"dados_completude"	"incompletos (menos de 70% de cobertura)"
"dados_consistencia"	"consistência estrutural"
