"campo"	"valor"
"dados_id"	"ctb0639"
"dados_titulo"	"Levantamento de reconhecimento de média intensidade dos solos e avaliação da aptidão agrícola das terras da área do Polo Pré-Amazônia Maranhense"
"dados_descricao"	"Conjunto de dados públicos do solo originalmente obtidos do Sistema de Informação de Solos Brasileiros (SISB), construído e mantido pela Embrapa Solos (Rio de Janeiro) e Embrapa Informática Agropecuária (Campinas), referente ao 'Levantamento de reconhecimento de média intensidade dos solos e avaliação da aptidão agrícola das terras da área do Polo Pré-Amazônia Maranhense'. Dados de localização espacial de observações do solo sem coordenadas espaciais foram completados usando dados produzidos por Cooper et al. (2005) e publicados no artigo ‘A national soil profile database for Brazil available to international scientists’ do Soil Science Society of America Journal, ou então usando os dados de localização descritiva para inferir sobre as coordenadas espaciais mais prováveis usando serviços de mapas online como o Google Maps e o Google Earth. Erros e inconsistências nos dados das coordenadas espaciais das observações foram corrigidos manualmente visualizando as respectivas observações no Google Maps. Nos casos em que dados sobre o sistema de coordenadas de referência não estava disponível, adotou-se o WGS 84 como datum padrão. Também foram corrigidos erros e inconsistências, e realizadas atualizações no nome do município e código da unidade federativa onde as observações foram realizadas. Dados do conteúdo de ferro apresentando valores discrepantes foram corrigidos depois de consultar o relatório do levantamento do solo onde originalmente foram publicados. A fim de preservar a conexão dos dados com o SISB, usa-se o mesmo código de identificação daquele sistema para o conjunto de dados, assim como o código de identificação de cada observação corresponde ao código do perfil do solo no SISB e o código das amostras corresponde ao código dos horizontes. Todas os demais dados são mantidos como dados adicionais para facilitar o reuso do conjunto de dados como um todo. Nenhum item técnico-científico do SISB e seu respectivo banco de dados que seja fruto da atividade intelectual, criativa, inovadora e inédita dos projetos conduzidos pela Embrapa foi ou é usado para organizar estruturalmente a presente versão do conjunto de dados. O emprego deste conjunto de dados para finalidades profissionais e/ou comerciais deve ser precedido pelo contato com a Embrapa."
"criacao_data"	"2019-03-10"
"dados_licenca"	"CC BY-NC 4.0"
"organizacao_nome"	"EMBRAPA. Serviço Nacional de Levantamento e Conservação de Solos"
"organizacao_url"	NA
"organizacao_local"	"Rio de Janeiro, Brasil"
"autor_nome_email"	"Raimundo Silva Rego (NA); Amarindo Fausto Soares (NA); Raphael David dos Santos (NA); José Raimundo N. F. Gama (NA); João Marcos Lima da Silva (NA); João Souza Martins (NA); Paulo Lacerda dos Santos (NA)"
"dados_referencia"	"https://ainfo.cnptia.embrapa.br/digital/bitstream/item/62538/1/CNPS-BOL.-PESQ.-15-82.pdf; https://www.infoteca.cnptia.embrapa.br/infoteca/bitstream/doc/336045/5/CNPSBOL.PESQ.1582.pdf; https://www.bdsolos.cnptia.embrapa.br/consulta_publica.html; http://doi.org/10.2136/sssaj2004.0140"
"area_conhecimento"	"Gênese, Morfologia e Classificação dos Solos"
"palavras_chave"	"Aptidão Agrícola; Classificação do Solo; Levantamento; Reconhecimento; Reconhecimento do Solo; Solo; Terra"
"dados_completude"	NA
"dados_consistencia"	"consistência estrutural"
