"campo"	"valor"
"dados_id"	"ctb0647"
"dados_titulo"	"Conjunto de dados do levantamento de reconhecimento 'Levantamento de Reconhecimento dos Solos da Região Sob influência do Reservatório de Furnas'"
"dados_descricao"	"Conjunto de dados públicos do solo originalmente obtidos do Sistema de Informação de Solos Brasileiros (SISB), construído e mantido pela Embrapa Solos (Rio de Janeiro) e Embrapa Informática Agropecuária (Campinas), referente ao levantamento de reconhecimento 'Levantamento de Reconhecimento dos Solos da Região Sob influência do Reservatório de Furnas'. Dados de localização espacial de observações do solo sem coordenadas espaciais foram completados usando dados produzidos por Cooper et al. (2005) e publicados no artigo 'A national soil profile database for Brazil available to international scientists' do Soil Science Society of America Journal, ou então usando os dados de localização descritiva para inferir sobre as coordenadas espaciais mais prováveis usando serviços de mapas online como o Google Maps e o Google Earth. Erros e inconsistências nos dados das coordenadas espaciais das observações foram corrigidos manualmente visualizando as respectivas observações no Google Maps. Nos casos em que dados sobre o sistema de coordenadas de referência não estava disponível, adotou-se o WGS 84 como datum padrão. Também foram corrigidos erros e inconsistências, e realizadas atualizações no nome do município e código da unidade federativa onde as observações foram realizadas. Dados do conteúdo de ferro apresentando valores discrepantes foram corrigidos depois de consultar o relatório do levantamento do solo onde originalmente foram publicados. A fim de preservar a conexão dos dados com o SISB, usa-se o mesmo código de identificação daquele sistema para o conjunto de dados, assim como o código de identificação de cada observação corresponde ao código do perfil do solo no SISB e o código das amostras corresponde ao código dos horizontes. Todas os demais dados são mantidos como dados adicionais para facilitar o reuso do conjunto de dados como um todo. Nenhum item técnico-científico do SISB e seu respectivo banco de dados que seja fruto da atividade intelectual, criativa, inovadora e inédita dos projetos conduzidos pela Embrapa foi ou é usado para organizar estruturalmente a presente versão do conjunto de dados. O emprego deste conjunto de dados para finalidades profissionais e/ou comerciais deve ser precedido pelo contato com a Embrapa."
"criacao_data"	"2017-09-05"
"dados_licenca"	"CC BY-NC 4.0"
"organizacao_nome"	"Embrapa Solos"
"organizacao_url"	NA
"organizacao_local"	"Brasil"
"autor_nome_email"	"Marcelo Nunes Camargo (NA); Chyozo Hirano (NA); Flávio Garcia de Freitas (NA); Paulo klinger Tito Jacomine (NA); Franklin dos Santos Antunes (NA); Clotário Olivier da Silveira (NA); Jakob Bennema (NA); Luzberto Achá Panoso (NA); Raphael David dos Santos (NA); Raul Suarez Inclan (NA); Bernardo Carvalho Avelar (NA); Leandro Vettori (NA); Fernando Ramos (NA); Adalgiso Galloti Kehrig (NA); Luiz Rainho da Silva Carneiro (NA); Roberto Alvahydo (NA); Franklin dos Santos Antunes (NA); Ary Coleho da Silva (NA); Tasso Paes de Figueiredo (NA); Abeilard Fernando de Castro (NA); Ben Hur Marques Ramos (NA); Raphael Bloise (NA); Maria Amélia de Morais Duriez (NA); Ruth Andrada Leal Johas (NA); Emília Constantino (NA); José Almeida da Silva (NA); Edson Marques de Araújo (NA); Loiva Lizia Antonello (NA); Therezinha da Costa Lima (NA); Adahil de Medeiros Leite (NA); Argelinda Costa Prado (NA); Ayda Coelho (NA); Domingos Teixeira (NA); Mário de Castro (NA); Roberto Ronald de Mesquita (NA); Antônio Lemos Pereira (NA); Ismael Machado. (NA)"
"dados_referencia"	"http://ainfo.cnptia.embrapa.br/digital/bitstream/item/109710/1/isricu-i00003071-001.pdf; https://www.bdsolos.cnptia.embrapa.br/consulta_publica.html; http://doi.org/10.2136/sssaj2004.0140"
"area_conhecimento"	"Gênese, Morfologia e Classificação dos Solos"
"palavras_chave"	NA
"dados_completude"	NA
"dados_consistencia"	"consistência estrutural"
