"campo"	"valor"
"dados_id"	"ctb0797"
"dados_titulo"	"Levantamento de Reconhecimento do Solos do Estado do Rio Grande do Sul"
"dados_descricao"	"Conjunto de dados públicos do solo originalmente obtidos do Sistema de Informação de Solos Brasileiros (SISB), construído e mantido pela Embrapa Solos (Rio de Janeiro) e Embrapa Informática Agropecuária (Campinas), referente ao levantamento de reconhecimento 'Levantamento de Reconhecimento do Solos do Estado do Rio Grande do Sul'. Dados de localização espacial de algumas observações foram obtidas do banco de dados do Projeto Radambrasil, do IBGE, por comparação da localização descritiva. Para manter a conexão com o banco de dados do IBGE, foi criada uma coluna contendo a identificação destas observações naquele sistema. Dados de localização espacial de observações do solo sem coordenadas espaciais foram completados usando os dados de localização descritiva para inferir sobre as coordenadas espaciais mais prováveis usando serviços de mapas online como o Google Maps e o Google Earth. Erros e inconsistências nos dados das coordenadas espaciais das observações foram corrigidos manualmente visualizando as respectivas observações no Google Maps. Nos casos em que dados sobre o sistema de coordenadas de referência não estava disponível, adotou-se o WGS 84 como datum padrão. Também foram corrigidos erros e inconsistências, e realizadas atualizações no nome do município e código da unidade federativa onde as observações foram realizadas. Dados do conteúdo de ferro apresentando valores discrepantes foram corrigidos depois de consultar o relatório do levantamento do solo onde originalmente foram publicados. A fim de preservar a conexão dos dados com o SISB, criou-se uma coluna onde usa-se o mesmo código de identificação daquele sistema para o conjunto de dados, assim como o código de identificação de cada observação correspondente ao código do perfil do solo no SISB e o código das amostras corresponde ao código dos horizontes. Todas os demais dados são mantidos como dados adicionais para facilitar o reuso do conjunto de dados como um todo. Nenhum item técnico-científico do SISB e seu respectivo banco de dados que seja fruto da atividade intelectual, criativa, inovadora e inédita dos projetos conduzidos pela Embrapa foi ou é usado para organizar estruturalmente a presente versão do conjunto de dados. O emprego deste conjunto de dados para finalidades profissionais e/ou comerciais deve ser precedido pelo contato com a Embrapa."
"criacao_data"	"2017-05-25"
"dados_licenca"	"CC BY-NC 4.0"
"organizacao_nome"	"Divisão de Pesquisa Pedológica"
"organizacao_url"	"https://www.embrapa.br/"
"organizacao_local"	"Rua Jardim Botânico, 1024.0, Rio de Janeiro, Brasil, 20000.0"
"autor_nome_email"	"Raimundo Costa de Lemos (NA); Miguel Ângelo D. Azolim (NA); Paulo Ubirajara R. Abrão (NA); Milton C. Lopes dos Santos (NA)"
"dados_referencia"	"https://www.dropbox.com/s/fbkikafmyyrxfik/LemosEtAl1973.pdf?dl=0; http://library.wur.nl/isric/fulltext/isricu_i00003061_001.pdf; https://www.bdsolos.cnptia.embrapa.br/consulta_publica.html; http://doi.org/10.2136/sssaj2004.0140"
"area_conhecimento"	"Gênese, Morfologia e Classificação dos Solos"
"palavras_chave"	NA
"dados_completude"	NA
"dados_consistencia"	"consistência estrutural"
