"campo"	"valor"
"dados_id"	"ctb0678"
"dados_titulo"	"Conjunto de dados do levantamento exploratório 'LEVANTAMENTO EXPLORATÓRIO - RECONHECIMENTO DE SOLOS DO ESTADO DE PERNAMBUCO - VOLUME II '"
"dados_descricao"	"Conjunto de dados públicos do solo originalmente obtidos do Sistema de Informação de Solos Brasileiros (SISB), construído e mantido pela Embrapa Solos (Rio de Janeiro) e Embrapa Informática Agropecuária (Campinas), referente ao levantamento exploratório 'LEVANTAMENTO EXPLORATÓRIO - RECONHECIMENTO DE SOLOS DO ESTADO DE PERNAMBUCO - VOLUME II '. Dados de localização espacial de observações do solo sem coordenadas espaciais foram completados usando dados produzidos por Cooper et al. (2005) e publicados no artigo 'A national soil profile database for Brazil available to international scientists' do Soil Science Society of America Journal, ou então usando os dados de localização descritiva para inferir sobre as coordenadas espaciais mais prováveis usando serviços de mapas online como o Google Maps e o Google Earth. Erros e inconsistências nos dados das coordenadas espaciais das observações foram corrigidos manualmente visualizando as respectivas observações no Google Maps. Nos casos em que dados sobre o sistema de coordenadas de referência não estava disponível, adotou-se o WGS 84 como datum padrão. Também foram corrigidos erros e inconsistências, e realizadas atualizações no nome do município e código da unidade federativa onde as observações foram realizadas. Dados do conteúdo de ferro apresentando valores discrepantes foram corrigidos depois de consultar o relatório do levantamento do solo onde originalmente foram publicados. A fim de preservar a conexão dos dados com o SISB, usa-se o mesmo código de identificação daquele sistema para o conjunto de dados, assim como o código de identificação de cada observação corresponde ao código do perfil do solo no SISB e o código das amostras corresponde ao código dos horizontes. Todas os demais dados são mantidos como dados adicionais para facilitar o reuso do conjunto de dados como um todo. Nenhum item técnico-científico do SISB e seu respectivo banco de dados que seja fruto da atividade intelectual, criativa, inovadora e inédita dos projetos conduzidos pela Embrapa foi ou é usado para organizar estruturalmente a presente versão do conjunto de dados. O emprego deste conjunto de dados para finalidades profissionais e/ou comerciais deve ser precedido pelo contato com a Embrapa."
"criacao_data"	"2017-08-04"
"dados_licenca"	"CC BY-NC 4.0"
"organizacao_nome"	NA
"organizacao_url"	NA
"organizacao_local"	"Brasil"
"autor_nome_email"	"Paulo Klinger Tito Jacomine (NA); Antonio Cabral Cavalcanti (NA); Nivaldo Burgos (NA); Sérgio (NA); Sérgio Costa Pinto Pessoa (NA); Clotário Oliver da Silveira (NA); Augusto Barros Filho (NA); Atanásio Alves Cordeiro (NA); Herodoto da Costa Barros (NA); Ivanildo de Aquino Abulquerque (NA); Maurílio de Oliveira Anonimo (NA); Luzberto Achá Panoso (NA); Luiz Gonzaga de Oliveira Carvalho (NA); Jorge Olmos Iturri Larachi (NA); José de Oliveira Melo (NA); Raul Suarez Inclan (NA); Marcelo Nunes Camargo (NA); João Wanderley da Costa Lima (NA); Jakob Bennema (NA); Jan Hendrik Solke Bruin (NA); Osvaldo Ferreira Lopes (NA); Nelson Chaves Filho (NA); Leandro Vettori (NA); Franklin dos Santos Antunes (NA); Maria de Lourdes A. Anastácio (NA); Arão Horowitz (NA); Luiz Bezerra de Oliveira (NA); Raphael M. Bloise (NA); Therezinha C. L. Bezerra (NA); Hélio Pierantoni (NA); Maria Amélia Duriez (NA); Ruth A. L. Johas (NA); Armando Luiz Vasconcelos (NA); Ana Rita de O. Galvão (NA); Edson de Santa Cruz Oliveira (NA); Giza Nara C. Moreira (NA); Humberto da Silveira Dantas (NA); Ivan Ferreira Gomes (NA); João Pedro dos Santos O. Filho (NA); José Lopes de Paula (NA); Loiva Lizia Antonello (NA); Luiz Rainho S. Carneiro (NA); Mariana E. Heynemman (NA); Nelson Pontes Lira (NA); Raimundo M. Sobral Filho (NA); Stênio Jayme Galvão (NA); Zilda A. Bremaeker (NA); Wahington de O. Barreto (NA); Hélio A. Vaz de Mello (NA); Ida de Sousa S. Vettori (NA); Maria Aparecida B. Pereira (NA); Sinézio F. Chagas (NA); Adahil Medeiros Leite (NA); Manoel da Silva Cardoso. (NA)"
"dados_referencia"	"http://library.wur.nl/isric/fulltext/isricu_i3056_001.pdf; https://www.bdsolos.cnptia.embrapa.br/consulta_publica.html; http://doi.org/10.2136/sssaj2004.0140"
"area_conhecimento"	"Gênese, Morfologia e Classificação dos Solos"
"palavras_chave"	NA
"dados_completude"	NA
"dados_consistencia"	"consistência estrutural"
