"campo"	"valor"
"dados_id"	"ctb0007"
"dados_titulo"	"Avaliação da cor e comportamento espectral de algumas classes de solos do Rio Grande do Sul"
"dados_descricao"	"Consiste de dados do conteúdo de ferro do solo determinado após extração com oxalato e ditionito de 12 perfis do solo -- classificados em diferentes classes -- coletados em diferentes unidades geomorfológicas do Rio Grande do Sul, especificamente nas regiões do Planalto Médio, Campos de Cima da Serra, Escudo Cristalino, Depressão Central e Campanha, durante as viagens de estudo das disciplinas de graduação em Agronomia da UFSM. Em cada perfil, duas amostras foram coletadas nas profundidades de 0-20 cm e 20-40 cm."
"criacao_data"	"2018-01-29"
"dados_licenca"	"CC BY 4.0"
"organizacao_nome"	"Universidade Federal de Santa Maria (UFSM)"
"organizacao_url"	"http://w3.ufsm.br/ppgcs/"
"organizacao_local"	"Av. Roraima , 1000.0, Santa Maria, Brasil, 97105-900 "
"autor_nome_email"	"Márcio Ramos Botelho (tchemarcio_rg@yahoo.com.br); Ricardo Simão Diniz Dalmolin (dalmolin@ufsm.com)"
"dados_referencia"	"http://w3.ufsm.br/ppgcs/images/Dissertacoes/MARCIO-RAMOS-BOTELHO.pdf; http://dx.doi.org/10.1590/S0103-84782006000400021"
"area_conhecimento"	"Gênese, Morfologia e Classificação dos Solos"
"palavras_chave"	"Cor do solo; Espectrorradiometria; Sensoriamento remoto"
"dados_completude"	"incompletos (menos de 70% de cobertura)"
"dados_consistencia"	"consistência estrutural"
