"campo"	"valor"
"dados_id"	"ctb0020"
"dados_titulo"	"Atributos físico-hídricos do solo sob diferentes períodos de palhada no cerrado da região sudoeste do estado do Piauí, Brasil"
"dados_autor"	"Aderson Soares de Andrade Júnior, Embrapa Meio-Norte (aderson.andrade@embrapa.br); Francisco de Brito Melo, Embrapa Meio-Norte (francisco.brito@embrapa.br); Henrique Antunes de Souza, Embrapa Meio-Norte (henrique.souza@embrapa.br); Odália Carolinne Mota de Sousa, PPGCA-UFPI (carolodalia@gmail.com)"
"organizacao_nome"	"Embrapa - Centro de Pesquisa Agropecuária do Meio-Norte (Embrapa Meio-Norte)"
"organizacao_local"	"Av. Duque de Caxias, 5650, Bairro Buenos Aires, Teresina, Piauí, CEP 64008-780"
"organizacao_url"	"https://www.embrapa.br/meio-norte"
"dados_descricao"	"Conjunto de dados contendo as características físico-hídricas e matéria orgânica em Latossolos sob diferentes tempos de adoção de cultivo sob palhada em áreas de cerrado da região Sudoeste Piauiense. O levantamento dos dados de campo foi realizado em fazendas comerciais nos municípios de Baixa Grande do Ribeiro (07°48’10” S, 45°00'60\" W e altitude de 600 m), Uruçuí (08º14'07\" S, 44º38'09\" W e altitude de 550 m) e Bom Jesus (09º10'35\" S, 44º50'36\" W e altitude de 600 m). As áreas estudadas apresentavam tempos distintos de adoção de cultivo sob palhada: SPD2 – 2 anos, SPD3 – 3 anos, SPD6 – 6 anos, SPD10 – 10 anos, SPD12 – 12 anos, SPD15 – 15 anos e SPD18 – 18 anos, bem como áreas de mata nativa (testemunha), nas quais foram avaliados os atributos físico-hídricos (distribuição das frações granulométricas, densidade do solo, porosidade total, macro, microporosidade, água disponível e capacidade de campo), matéria orgânica e a fração humina."
"area_conhecimento"	"Física do Solo"
"palavras_chave"	" Plantio Direto, Qualidade do solo, Análise Multivariada."
"dados_publicacao"	"Conjunto de dados da dissertação de mestrado de Odalia Carolinne Mota de Sousa, do Programa de Pós-graduação em Ciências Agrárias, área de concentração de Solos e Nutrição de Plantas, Universidade Federal do Piauí-Campus de Bom Jesus"
"dados_idioma"	"Português"
"fonte_financeira"	"Sistema Embrapa de Gestão (22.13.11.004.00.04)"
"dados_licenca"	"CC BY-NC-SA 4.0 Atribuição-NãoComercial-CompartilhaIgual"
"extensao_temporal"	"01/01/2017 - 31/12/2018"
"extensao_espacial"	"Cerrados da região sudoeste do estado do Piauí (municípios de Baixa Grande do Ribeiro, Uruçuí e Bom Jesus)"
"extensao_altimetrica"	"418-657 m"
"dados_completude"	"completos (100% de cobertura)"
"dados_consistencia"	"consistência básica"
